ID,Age,Agency,Agency Type,Commision (in value),Destination,Distribution Channel,Duration,Gender,Net Sales,Product Name,Claim
22001,36,EPX,Travel Agency,0.0,JAPAN,Online,271,,46.0,2 way Comprehensive Plan,0
48223,38,C2B,Airlines,5.63,SINGAPORE,Online,5,M,22.5,Silver Plan,0
23161,30,EPX,Travel Agency,0.0,UNITED STATES,Online,35,,95.0,2 way Comprehensive Plan,1
14801,29,CWT,Travel Agency,11.88,AUSTRALIA,Online,37,,19.8,Rental Vehicle Excess Insurance,1
43796,44,EPX,Travel Agency,0.0,SINGAPORE,Online,11,,37.0,Cancellation Plan,0
4598,36,EPX,Travel Agency,0.0,THAILAND,Online,10,,20.0,2 way Comprehensive Plan,0
4214,47,EPX,Travel Agency,0.0,MALAYSIA,Online,13,,20.0,2 way Comprehensive Plan,0
11190,34,JZI,Airlines,7.7,"TAIWAN, PROVINCE OF CHINA",Online,5,F,22.0,Basic Plan,0
45195,36,EPX,Travel Agency,0.0,MALAYSIA,Online,9,,0.0,2 way Comprehensive Plan,0
52324,46,EPX,Travel Agency,0.0,INDIA,Online,12,,13.0,Cancellation Plan,0
10215,36,CWT,Travel Agency,106.92,AUSTRALIA,Online,32,,178.2,Rental Vehicle Excess Insurance,1
44897,48,SSI,Airlines,0.56,SINGAPORE,Online,33,,1.99,Ticket Protector,0
34255,36,EPX,Travel Agency,0.0,THAILAND,Online,7,,21.0,2 way Comprehensive Plan,0
60170,35,EPX,Travel Agency,0.0,SINGAPORE,Online,10,,10.0,Cancellation Plan,0
35156,36,EPX,Travel Agency,0.0,IRELAND,Online,174,,75.0,Cancellation Plan,0
3969,36,EPX,Travel Agency,0.0,PHILIPPINES,Online,4,,20.0,2 way Comprehensive Plan,0
28120,47,CWT,Travel Agency,23.76,UNITED STATES,Online,36,,39.6,Rental Vehicle Excess Insurance,0
13324,53,EPX,Travel Agency,0.0,VIET NAM,Online,9,,10.0,Cancellation Plan,0
13640,36,EPX,Travel Agency,0.0,HONG KONG,Online,65,,21.0,2 way Comprehensive Plan,0
43124,36,EPX,Travel Agency,0.0,SINGAPORE,Online,52,,16.0,Cancellation Plan,0
32448,36,EPX,Travel Agency,0.0,JAPAN,Online,13,,38.0,Cancellation Plan,0
33110,36,EPX,Travel Agency,0.0,PHILIPPINES,Online,7,,12.0,Cancellation Plan,0
42307,36,EPX,Travel Agency,0.0,CHINA,Online,64,,17.0,Cancellation Plan,0
62670,32,EPX,Travel Agency,0.0,MALAYSIA,Online,18,,12.0,Cancellation Plan,0
52724,20,EPX,Travel Agency,0.0,UNITED STATES,Online,63,,69.0,Cancellation Plan,0
27462,35,C2B,Airlines,13.65,SINGAPORE,Online,11,M,54.6,Silver Plan,0
35540,60,EPX,Travel Agency,0.0,MALAYSIA,Online,6,,10.0,Cancellation Plan,0
28047,48,SSI,Airlines,3.35,SINGAPORE,Online,50,,11.94,Ticket Protector,0
54464,36,EPX,Travel Agency,0.0,INDIA,Online,17,,0.0,Cancellation Plan,0
16544,36,EPX,Travel Agency,0.0,INDONESIA,Online,73,,17.0,Cancellation Plan,1
9313,36,EPX,Travel Agency,0.0,VIET NAM,Online,77,,29.0,2 way Comprehensive Plan,0
20705,36,EPX,Travel Agency,0.0,INDIA,Online,11,,18.0,Cancellation Plan,0
43891,61,CWT,Travel Agency,35.64,ICELAND,Online,85,,59.4,Rental Vehicle Excess Insurance,1
4412,58,JZI,Airlines,7.7,MALAYSIA,Online,28,M,22.0,Basic Plan,0
20238,36,EPX,Travel Agency,0.0,JAPAN,Online,67,,54.0,Cancellation Plan,0
30443,52,JZI,Airlines,6.3,PHILIPPINES,Online,50,F,18.0,Basic Plan,0
34526,36,EPX,Travel Agency,0.0,RUSSIAN FEDERATION,Online,2,,49.0,1 way Comprehensive Plan,0
40851,32,EPX,Travel Agency,0.0,AUSTRALIA,Online,3,,10.0,Cancellation Plan,0
21754,31,CWT,Travel Agency,47.52,AUSTRALIA,Online,52,,79.2,Rental Vehicle Excess Insurance,1
4168,33,JZI,Airlines,12.95,THAILAND,Online,18,M,37.0,Basic Plan,0
26461,36,EPX,Travel Agency,0.0,VIET NAM,Online,8,,15.0,Cancellation Plan,0
57443,36,EPX,Travel Agency,0.0,SINGAPORE,Online,31,,39.0,Cancellation Plan,0
55057,36,EPX,Travel Agency,0.0,BANGLADESH,Online,7,,17.0,Cancellation Plan,0
28459,48,SSI,Airlines,0.65,SINGAPORE,Online,59,,2.33,Ticket Protector,0
1166,67,EPX,Travel Agency,0.0,THAILAND,Online,4,,10.0,Cancellation Plan,0
33794,53,C2B,Airlines,57.13,SINGAPORE,Online,104,F,228.5,Silver Plan,1
37535,36,EPX,Travel Agency,0.0,HONG KONG,Online,10,,18.0,Cancellation Plan,0
53486,49,EPX,Travel Agency,0.0,UNITED STATES,Online,26,,10.0,Cancellation Plan,0
30159,72,C2B,Airlines,63.21,SINGAPORE,Online,364,M,252.85,Annual Silver Plan,1
17540,72,CSR,Travel Agency,19.14,THAILAND,Offline,65,M,58.0,Premier Plan,0
8816,29,EPX,Travel Agency,0.0,THAILAND,Online,4,,10.0,Cancellation Plan,0
32604,24,C2B,Airlines,5.88,SINGAPORE,Online,9,F,23.5,Bronze Plan,0
23089,48,ART,Airlines,8.9,UNITED ARAB EMIRATES,Online,8,M,25.44,24 Protect,0
58592,33,CWT,Travel Agency,35.64,AUSTRALIA,Online,25,,0.0,Rental Vehicle Excess Insurance,0
43131,27,EPX,Travel Agency,0.0,MALAYSIA,Online,102,,41.0,Cancellation Plan,0
30432,43,RAB,Airlines,6.0,BRUNEI DARUSSALAM,Online,4,F,15.0,Value Plan,0
60113,35,EPX,Travel Agency,0.0,MALAYSIA,Online,4,,36.0,2 way Comprehensive Plan,0
18161,36,EPX,Travel Agency,0.0,"KOREA, REPUBLIC OF",Online,16,,42.0,2 way Comprehensive Plan,1
46028,37,CWT,Travel Agency,23.76,UNITED KINGDOM,Online,11,,-39.6,Rental Vehicle Excess Insurance,0
53116,41,C2B,Airlines,4.0,SINGAPORE,Online,6,M,16.0,Bronze Plan,0
43201,118,EPX,Travel Agency,0.0,CHINA,Offline,6,,45.0,2 way Comprehensive Plan,0
41359,36,EPX,Travel Agency,0.0,PHILIPPINES,Online,123,,32.0,Cancellation Plan,0
47059,51,EPX,Travel Agency,0.0,MALAYSIA,Online,8,,10.0,Cancellation Plan,0
30696,56,C2B,Airlines,18.0,SINGAPORE,Online,60,F,72.0,Silver Plan,1
20587,36,EPX,Travel Agency,0.0,INDONESIA,Online,11,,66.0,2 way Comprehensive Plan,0
21231,27,EPX,Travel Agency,0.0,THAILAND,Online,47,,20.0,2 way Comprehensive Plan,1
9467,29,CBH,Travel Agency,9.57,THAILAND,Offline,102,F,29.0,Comprehensive Plan,1
34030,36,EPX,Travel Agency,0.0,NEW ZEALAND,Online,51,,112.0,2 way Comprehensive Plan,0
42292,36,EPX,Travel Agency,0.0,MALAYSIA,Online,7,,11.0,Cancellation Plan,0
43349,45,JZI,Airlines,11.55,MALAYSIA,Online,14,M,33.0,Basic Plan,0
15866,33,EPX,Travel Agency,0.0,SINGAPORE,Online,4,,10.0,Cancellation Plan,0
3748,21,JZI,Airlines,6.3,MALAYSIA,Online,1,M,18.0,Basic Plan,0
31220,42,C2B,Airlines,46.96,SINGAPORE,Online,365,F,187.85,Annual Silver Plan,0
43000,19,JZI,Airlines,15.75,"KOREA, REPUBLIC OF",Online,105,F,45.0,Value Plan,1
44393,48,SSI,Airlines,0.34,SINGAPORE,Online,24,,1.22,Ticket Protector,0
46818,36,EPX,Travel Agency,0.0,INDONESIA,Online,6,,32.0,2 way Comprehensive Plan,0
46568,31,CWT,Travel Agency,29.7,THAILAND,Online,85,,49.5,Rental Vehicle Excess Insurance,0
35840,56,JZI,Airlines,14.0,CHINA,Online,315,F,40.0,Basic Plan,0
9868,30,RAB,Airlines,6.0,BRUNEI DARUSSALAM,Online,5,M,15.0,Value Plan,0
62763,47,JZI,Airlines,7.7,THAILAND,Online,16,F,22.0,Basic Plan,0
38023,36,EPX,Travel Agency,0.0,UNITED KINGDOM,Online,18,,80.0,Cancellation Plan,0
5446,31,CWT,Travel Agency,35.64,AUSTRALIA,Online,27,,59.4,Rental Vehicle Excess Insurance,0
40070,28,C2B,Airlines,4.0,SINGAPORE,Online,5,M,16.0,Bronze Plan,0
32706,37,C2B,Airlines,5.88,SINGAPORE,Online,9,F,23.5,Bronze Plan,0
6294,36,EPX,Travel Agency,0.0,CHINA,Online,18,,19.0,Cancellation Plan,0
16940,36,EPX,Travel Agency,0.0,AZERBAIJAN,Online,195,,59.0,Cancellation Plan,0
55026,32,EPX,Travel Agency,0.0,BANGLADESH,Online,7,,26.0,2 way Comprehensive Plan,0
5538,36,EPX,Travel Agency,0.0,PHILIPPINES,Online,52,,15.0,Cancellation Plan,0
2124,36,EPX,Travel Agency,0.0,PHILIPPINES,Online,7,,27.0,2 way Comprehensive Plan,0
31369,25,C2B,Airlines,13.38,SINGAPORE,Online,18,F,53.5,Bronze Plan,0
28726,32,C2B,Airlines,5.88,SINGAPORE,Online,18,F,23.5,Bronze Plan,0
16489,41,EPX,Travel Agency,0.0,UNITED STATES,Online,36,,10.0,Cancellation Plan,0
13433,31,C2B,Airlines,72.94,SINGAPORE,Online,367,M,291.75,Annual Silver Plan,1
61036,24,C2B,Airlines,4.8,SINGAPORE,Online,3,M,19.2,Bronze Plan,1
13896,36,EPX,Travel Agency,0.0,CHINA,Online,52,,30.0,Cancellation Plan,0
47842,36,EPX,Travel Agency,0.0,MYANMAR,Online,11,,20.0,2 way Comprehensive Plan,0
5719,32,EPX,Travel Agency,0.0,HONG KONG,Online,9,,13.0,Cancellation Plan,0
7219,36,EPX,Travel Agency,0.0,INDONESIA,Online,7,,10.0,Cancellation Plan,0
21660,48,SSI,Airlines,0.22,SINGAPORE,Online,17,,0.77,Ticket Protector,0
41933,68,EPX,Travel Agency,0.0,SINGAPORE,Online,113,,10.0,Cancellation Plan,0
63223,32,C2B,Airlines,40.25,SINGAPORE,Online,364,M,161.0,Annual Silver Plan,0
56806,64,LWC,Travel Agency,16.25,MALAYSIA,Online,4,M,25.0,Single Trip Travel Protect Gold,1
44193,118,JWT,Airlines,12.4,INDIA,Online,5,M,31.0,Value Plan,0
57737,71,C2B,Airlines,18.0,SINGAPORE,Online,19,F,72.0,Bronze Plan,1
48011,30,C2B,Airlines,54.0,SINGAPORE,Online,364,F,216.0,Annual Silver Plan,1
15657,36,EPX,Travel Agency,0.0,UNITED KINGDOM,Online,109,,80.0,Cancellation Plan,0
54482,35,JZI,Airlines,9.1,HONG KONG,Online,8,M,26.0,Basic Plan,0
24515,48,KML,Travel Agency,36.1,NETHERLANDS,Online,41,F,95.0,Value Plan,0
55745,27,C2B,Airlines,5.63,SINGAPORE,Online,15,F,22.5,Silver Plan,0
61649,33,C2B,Airlines,5.0,SINGAPORE,Online,6,M,20.0,Bronze Plan,0
10430,50,EPX,Travel Agency,0.0,SINGAPORE,Online,97,,111.0,2 way Comprehensive Plan,0
17856,36,EPX,Travel Agency,0.0,SINGAPORE,Online,44,,16.0,Cancellation Plan,0
8464,49,EPX,Travel Agency,0.0,INDONESIA,Online,3,,10.0,Cancellation Plan,0
6968,36,EPX,Travel Agency,0.0,PHILIPPINES,Online,28,,10.0,Cancellation Plan,0
18181,33,EPX,Travel Agency,0.0,THAILAND,Online,13,,35.0,2 way Comprehensive Plan,0
56852,34,C2B,Airlines,4.0,SINGAPORE,Online,39,M,16.0,Bronze Plan,0
21510,53,EPX,Travel Agency,0.0,INDONESIA,Online,10,,20.0,2 way Comprehensive Plan,0
52637,30,C2B,Airlines,40.25,SINGAPORE,Online,365,M,161.0,Annual Silver Plan,1
45883,41,CWT,Travel Agency,35.64,AUSTRALIA,Online,73,,59.4,Rental Vehicle Excess Insurance,0
48841,16,C2B,Airlines,54.0,SINGAPORE,Online,373,F,216.0,Annual Silver Plan,1
57484,53,JZI,Airlines,6.3,INDONESIA,Online,7,M,18.0,Basic Plan,0
38190,36,EPX,Travel Agency,0.0,HONG KONG,Online,6,,13.0,Cancellation Plan,0
37059,43,EPX,Travel Agency,0.0,SINGAPORE,Online,23,,10.0,Cancellation Plan,0
61249,33,C2B,Airlines,5.63,SINGAPORE,Online,6,F,22.5,Silver Plan,1
39942,36,EPX,Travel Agency,0.0,MALAYSIA,Online,7,,20.0,2 way Comprehensive Plan,0
30125,51,JZI,Airlines,6.3,MALAYSIA,Online,6,M,18.0,Basic Plan,0
51903,24,CWT,Travel Agency,11.88,THAILAND,Online,69,,19.8,Rental Vehicle Excess Insurance,0
34579,28,C2B,Airlines,8.88,SINGAPORE,Online,38,M,35.5,Bronze Plan,0
29160,36,EPX,Travel Agency,0.0,ITALY,Online,4,,10.0,Cancellation Plan,0
50524,70,C2B,Airlines,4.8,SINGAPORE,Online,6,M,19.2,Bronze Plan,0
46261,26,C2B,Airlines,4.0,SINGAPORE,Online,53,F,16.0,Bronze Plan,0
13146,36,EPX,Travel Agency,0.0,SINGAPORE,Online,6,,20.0,1 way Comprehensive Plan,0
34913,46,JZI,Airlines,48.3,CANADA,Online,25,F,138.0,Value Plan,1
15962,32,CWT,Travel Agency,17.82,MALAYSIA,Online,20,,29.7,Rental Vehicle Excess Insurance,0
39272,26,C2B,Airlines,10.5,SINGAPORE,Online,15,M,42.0,Silver Plan,1
32865,30,C2B,Airlines,15.88,SINGAPORE,Online,19,F,63.5,Silver Plan,0
21719,22,C2B,Airlines,15.93,SINGAPORE,Online,7,M,63.7,Gold Plan,0
42746,36,EPX,Travel Agency,0.0,PHILIPPINES,Online,106,,15.0,Cancellation Plan,0
37533,36,EPX,Travel Agency,0.0,UNITED KINGDOM,Online,61,,80.0,Cancellation Plan,0
15826,36,EPX,Travel Agency,0.0,GERMANY,Online,52,,75.0,2 way Comprehensive Plan,0
20445,36,EPX,Travel Agency,0.0,CHINA,Online,11,,43.0,Cancellation Plan,0
2519,23,JZI,Airlines,7.7,AUSTRALIA,Online,36,F,22.0,Basic Plan,0
9811,36,EPX,Travel Agency,0.0,GERMANY,Online,100,,57.0,Cancellation Plan,0
32260,36,EPX,Travel Agency,0.0,HONG KONG,Online,13,,34.0,2 way Comprehensive Plan,0
63272,33,EPX,Travel Agency,0.0,MALAYSIA,Online,51,,13.0,Cancellation Plan,0
62048,35,EPX,Travel Agency,0.0,THAILAND,Online,29,,27.0,2 way Comprehensive Plan,0
27984,36,EPX,Travel Agency,0.0,HONG KONG,Online,61,,16.0,Cancellation Plan,0
43950,36,EPX,Travel Agency,0.0,THAILAND,Online,14,,12.0,Cancellation Plan,0
58047,41,CWT,Travel Agency,23.76,MALAYSIA,Online,122,,39.6,Rental Vehicle Excess Insurance,0
33493,36,EPX,Travel Agency,0.0,CAMBODIA,Online,1,,16.0,Cancellation Plan,0
30851,70,CSR,Travel Agency,9.57,THAILAND,Offline,128,M,29.0,Comprehensive Plan,0
54614,36,EPX,Travel Agency,0.0,INDONESIA,Online,45,,18.0,Cancellation Plan,0
41495,36,EPX,Travel Agency,0.0,JAPAN,Online,14,,53.0,2 way Comprehensive Plan,0
27631,36,EPX,Travel Agency,0.0,SOUTH AFRICA,Online,38,,112.0,2 way Comprehensive Plan,0
44567,49,RAB,Airlines,6.0,BRUNEI DARUSSALAM,Online,6,M,15.0,Value Plan,0
49280,36,EPX,Travel Agency,0.0,CHINA,Online,22,,29.0,Cancellation Plan,1
57483,48,SSI,Airlines,2.45,SINGAPORE,Online,3,,8.74,Ticket Protector,0
44646,36,EPX,Travel Agency,0.0,UNITED KINGDOM,Online,107,,88.0,2 way Comprehensive Plan,1
51457,63,JZI,Airlines,6.3,VIET NAM,Online,3,M,18.0,Basic Plan,0
13982,36,EPX,Travel Agency,0.0,PHILIPPINES,Online,93,,20.0,2 way Comprehensive Plan,0
19465,55,JZI,Airlines,10.5,THAILAND,Online,7,M,30.0,Basic Plan,0
52593,38,C2B,Airlines,5.25,SINGAPORE,Online,10,M,21.0,Bronze Plan,1
31057,39,CWT,Travel Agency,23.76,SOUTH AFRICA,Online,131,,39.6,Rental Vehicle Excess Insurance,1
14459,36,EPX,Travel Agency,0.0,VIET NAM,Online,9,,30.0,Cancellation Plan,0
36394,16,TTW,Travel Agency,0.0,SINGAPORE,Offline,364,F,74.0,Child Comprehensive Plan,0
60285,35,CWT,Travel Agency,83.16,UNITED KINGDOM,Online,15,,138.6,Rental Vehicle Excess Insurance,0
14783,45,JZI,Airlines,32.2,HONG KONG,Online,78,M,92.0,Value Plan,0
40668,35,EPX,Travel Agency,0.0,UNITED STATES,Online,72,,94.0,2 way Comprehensive Plan,0
35685,44,C2B,Airlines,3.75,SINGAPORE,Online,12,F,15.0,Silver Plan,0
55208,39,CWT,Travel Agency,53.46,UNITED KINGDOM,Online,16,,89.1,Rental Vehicle Excess Insurance,0
9951,27,CWT,Travel Agency,47.52,AUSTRALIA,Online,110,,0.0,Rental Vehicle Excess Insurance,0
34416,44,EPX,Travel Agency,0.0,INDONESIA,Online,26,,0.0,2 way Comprehensive Plan,0
7599,34,EPX,Travel Agency,0.0,INDONESIA,Online,4,,25.0,Cancellation Plan,0
56991,66,C2B,Airlines,5.0,SINGAPORE,Online,21,F,20.0,Bronze Plan,0
63129,35,EPX,Travel Agency,0.0,CHINA,Online,20,,58.0,2 way Comprehensive Plan,0
32226,60,CWT,Travel Agency,23.76,THAILAND,Online,4,,39.6,Rental Vehicle Excess Insurance,0
37568,40,JZI,Airlines,6.3,THAILAND,Online,4,M,18.0,Basic Plan,0
34749,26,C2B,Airlines,3.38,SINGAPORE,Online,6,F,13.5,Bronze Plan,1
55929,27,C2B,Airlines,40.25,SINGAPORE,Online,380,F,161.0,Annual Silver Plan,1
12353,36,EPX,Travel Agency,0.0,HONG KONG,Online,29,,56.0,Cancellation Plan,0
25886,23,CWT,Travel Agency,5.94,THAILAND,Online,2,,9.9,Rental Vehicle Excess Insurance,0
42894,73,EPX,Travel Agency,0.0,MALAYSIA,Online,40,,20.0,2 way Comprehensive Plan,0
37585,26,C2B,Airlines,31.88,SINGAPORE,Online,126,M,127.5,Bronze Plan,0
12637,36,EPX,Travel Agency,0.0,SINGAPORE,Online,165,,80.0,Cancellation Plan,0
17344,27,EPX,Travel Agency,0.0,INDONESIA,Online,16,,43.0,2 way Comprehensive Plan,0
46546,47,CWT,Travel Agency,11.88,UNITED KINGDOM,Online,16,,19.8,Rental Vehicle Excess Insurance,0
56062,34,LWC,Travel Agency,49.73,FRANCE,Online,31,F,76.5,Single Trip Travel Protect Gold,1
35501,36,EPX,Travel Agency,0.0,CHINA,Online,21,,35.0,2 way Comprehensive Plan,1
30666,25,C2B,Airlines,5.88,SINGAPORE,Online,8,M,23.5,Bronze Plan,0
36395,14,TTW,Travel Agency,0.0,SINGAPORE,Offline,364,F,74.0,Child Comprehensive Plan,0
41582,48,KML,Travel Agency,8.36,INDONESIA,Online,67,F,22.0,Value Plan,0
46976,53,CWT,Travel Agency,23.76,AUSTRALIA,Online,44,,39.6,Rental Vehicle Excess Insurance,0
49286,36,EPX,Travel Agency,0.0,HONG KONG,Online,17,,20.0,Cancellation Plan,0
41689,36,EPX,Travel Agency,0.0,INDONESIA,Online,28,,54.0,2 way Comprehensive Plan,0
36425,25,C2B,Airlines,6.13,SINGAPORE,Online,5,F,24.5,Silver Plan,0
47523,36,EPX,Travel Agency,0.0,INDIA,Online,2,,20.0,1 way Comprehensive Plan,0
29861,55,CWT,Travel Agency,47.52,UNITED STATES,Online,65,,79.2,Rental Vehicle Excess Insurance,0
60971,27,EPX,Travel Agency,0.0,"TAIWAN, PROVINCE OF CHINA",Online,19,,21.0,Cancellation Plan,0
13855,36,EPX,Travel Agency,0.0,SINGAPORE,Online,43,,10.0,Cancellation Plan,0
50197,41,C2B,Airlines,4.8,SINGAPORE,Online,3,M,19.2,Bronze Plan,1
54907,56,RAB,Airlines,6.0,BRUNEI DARUSSALAM,Online,63,F,15.0,Value Plan,0
46171,53,EPX,Travel Agency,0.0,VIET NAM,Online,92,,19.0,Cancellation Plan,0
52088,14,TST,Travel Agency,10.5,MALAYSIA,Offline,31,M,30.0,Travel Cruise Protect,1
30149,63,C2B,Airlines,11.75,SINGAPORE,Online,16,M,47.0,Bronze Plan,1
2898,38,C2B,Airlines,4.39,SINGAPORE,Online,4,M,17.55,Bronze Plan,0
39848,33,JZI,Airlines,7.7,THAILAND,Online,9,F,22.0,Basic Plan,0
24931,48,SSI,Airlines,2.02,SINGAPORE,Online,163,,7.21,Ticket Protector,0
23333,20,C2B,Airlines,63.21,SINGAPORE,Online,409,F,252.85,Annual Silver Plan,0
61117,26,EPX,Travel Agency,0.0,INDONESIA,Online,42,,10.0,Cancellation Plan,0
59480,35,EPX,Travel Agency,0.0,SINGAPORE,Online,57,,47.0,Cancellation Plan,0
36421,23,C2B,Airlines,8.38,SINGAPORE,Online,13,M,33.5,Silver Plan,0
57500,32,JZI,Airlines,6.3,THAILAND,Online,48,M,18.0,Basic Plan,0
56044,71,EPX,Travel Agency,0.0,MALAYSIA,Online,15,,20.0,1 way Comprehensive Plan,0
6093,36,EPX,Travel Agency,0.0,HONG KONG,Online,32,,28.0,Cancellation Plan,0
30620,36,EPX,Travel Agency,0.0,INDONESIA,Online,8,,10.0,Cancellation Plan,0
43583,21,EPX,Travel Agency,0.0,THAILAND,Online,92,,10.0,Cancellation Plan,0
57738,29,C2B,Airlines,9.75,SINGAPORE,Online,18,F,39.0,Bronze Plan,1
31057,39,CWT,Travel Agency,23.76,SOUTH AFRICA,Online,131,,39.6,Rental Vehicle Excess Insurance,1
39447,37,JZI,Airlines,6.3,MALAYSIA,Online,3,M,18.0,Basic Plan,0
28692,36,EPX,Travel Agency,0.0,SINGAPORE,Online,23,,75.0,1 way Comprehensive Plan,0
12451,52,JZI,Airlines,7.7,INDONESIA,Online,49,F,22.0,Basic Plan,0
14298,36,EPX,Travel Agency,0.0,CHINA,Online,3,,19.0,Cancellation Plan,0
42200,23,C2B,Airlines,5.63,SINGAPORE,Online,8,M,22.5,Silver Plan,1
44346,52,EPX,Travel Agency,0.0,THAILAND,Online,39,,10.0,Cancellation Plan,1
20245,36,EPX,Travel Agency,0.0,THAILAND,Online,4,,10.0,Cancellation Plan,0
30167,31,CWT,Travel Agency,41.58,ITALY,Online,58,,69.3,Rental Vehicle Excess Insurance,1
62187,36,EPX,Travel Agency,0.0,UNITED STATES,Online,174,,74.0,Cancellation Plan,0
29541,36,EPX,Travel Agency,0.0,INDIA,Online,6,,24.0,Cancellation Plan,0
37875,46,EPX,Travel Agency,0.0,THAILAND,Online,1,,20.0,1 way Comprehensive Plan,0
59279,35,EPX,Travel Agency,0.0,UNITED ARAB EMIRATES,Online,61,,28.0,Cancellation Plan,1
21754,31,CWT,Travel Agency,47.52,AUSTRALIA,Online,52,,79.2,Rental Vehicle Excess Insurance,1
38021,36,EPX,Travel Agency,0.0,AUSTRALIA,Online,6,,49.0,Cancellation Plan,0
18842,36,EPX,Travel Agency,0.0,CHINA,Online,39,,43.0,2 way Comprehensive Plan,1
24699,36,EPX,Travel Agency,0.0,THAILAND,Online,36,,11.0,Cancellation Plan,0
8845,36,EPX,Travel Agency,0.0,PHILIPPINES,Online,76,,10.0,Cancellation Plan,0
45024,36,EPX,Travel Agency,0.0,VIET NAM,Online,2,,10.0,Cancellation Plan,0
60021,118,CCR,Travel Agency,19.14,THAILAND,Offline,45,F,58.0,Premier Plan,0
62735,37,LWC,Travel Agency,17.23,AUSTRALIA,Online,192,F,26.5,Single Trip Travel Protect Silver,0
35133,46,EPX,Travel Agency,0.0,THAILAND,Online,8,,42.0,2 way Comprehensive Plan,0
17237,36,EPX,Travel Agency,0.0,"TAIWAN, PROVINCE OF CHINA",Online,8,,33.0,Cancellation Plan,0
18751,118,JWT,Airlines,12.4,INDIA,Online,6,F,31.0,Value Plan,0
16768,48,ART,Airlines,64.55,THAILAND,Online,19,M,184.42,24 Protect,0
24436,36,EPX,Travel Agency,0.0,CHINA,Online,66,,35.0,2 way Comprehensive Plan,1
9012,36,EPX,Travel Agency,0.0,THAILAND,Online,3,,10.0,Cancellation Plan,0
21852,36,EPX,Travel Agency,0.0,THAILAND,Online,12,,11.0,Cancellation Plan,0
22884,31,C2B,Airlines,63.21,SINGAPORE,Online,388,F,252.85,Annual Silver Plan,0
54180,21,C2B,Airlines,10.5,SINGAPORE,Online,7,F,42.0,Bronze Plan,0
21166,36,C2B,Airlines,5.85,SINGAPORE,Online,22,F,23.4,Bronze Plan,0
41058,37,C2B,Airlines,16.75,SINGAPORE,Online,10,M,67.0,Silver Plan,0
1030,48,KML,Travel Agency,28.5,DENMARK,Online,57,M,75.0,Value Plan,0
34952,36,EPX,Travel Agency,0.0,CHINA,Online,27,,32.0,2 way Comprehensive Plan,0
8527,29,C2B,Airlines,72.94,SINGAPORE,Online,364,F,291.75,Annual Silver Plan,1
14962,25,CWT,Travel Agency,29.7,UNITED KINGDOM,Online,38,,49.5,Rental Vehicle Excess Insurance,1
54324,118,EPX,Travel Agency,0.0,CHINA,Offline,18,,33.0,1 way Comprehensive Plan,1
29573,23,EPX,Travel Agency,0.0,THAILAND,Online,2,,20.0,1 way Comprehensive Plan,0
18123,33,C2B,Airlines,16.09,SINGAPORE,Online,46,M,64.35,Silver Plan,0
17321,48,CWT,Travel Agency,47.52,SWITZERLAND,Online,83,,79.2,Rental Vehicle Excess Insurance,0
3358,38,EPX,Travel Agency,0.0,INDONESIA,Online,84,,17.0,Cancellation Plan,0
53162,42,CWT,Travel Agency,35.64,AUSTRALIA,Online,36,,59.4,Rental Vehicle Excess Insurance,0
55944,59,CWT,Travel Agency,41.58,AUSTRALIA,Online,123,,69.3,Rental Vehicle Excess Insurance,0
16170,31,CWT,Travel Agency,23.76,MALAYSIA,Online,6,,39.6,Rental Vehicle Excess Insurance,0
46780,47,CWT,Travel Agency,11.88,MALAYSIA,Online,59,,19.8,Rental Vehicle Excess Insurance,0
27764,37,CWT,Travel Agency,17.82,IRELAND,Online,29,,29.7,Rental Vehicle Excess Insurance,0
4794,36,EPX,Travel Agency,0.0,JAPAN,Online,14,,112.0,2 way Comprehensive Plan,0
6932,31,EPX,Travel Agency,0.0,THAILAND,Online,113,,22.0,2 way Comprehensive Plan,0
35336,36,EPX,Travel Agency,0.0,GREECE,Online,20,,80.0,Cancellation Plan,0
26930,47,CWT,Travel Agency,29.7,AUSTRALIA,Online,21,,49.5,Rental Vehicle Excess Insurance,1
47873,36,EPX,Travel Agency,0.0,CHINA,Online,69,,0.0,2 way Comprehensive Plan,0
5387,36,EPX,Travel Agency,0.0,KUWAIT,Online,1,,35.0,Cancellation Plan,0
28798,36,EPX,Travel Agency,0.0,INDONESIA,Online,3,,29.0,2 way Comprehensive Plan,0
52814,45,C2B,Airlines,7.38,SINGAPORE,Online,10,M,29.5,Silver Plan,1
11963,36,EPX,Travel Agency,0.0,AUSTRIA,Online,57,,109.0,2 way Comprehensive Plan,0
15588,33,EPX,Travel Agency,0.0,CHINA,Online,118,,21.0,2 way Comprehensive Plan,0
42881,36,EPX,Travel Agency,0.0,JAPAN,Online,31,,112.0,2 way Comprehensive Plan,0
60209,69,JZI,Airlines,15.4,"KOREA, REPUBLIC OF",Online,88,F,44.0,Basic Plan,0
24723,118,JWT,Airlines,20.0,INDIA,Online,10,M,50.0,Value Plan,0
18944,36,EPX,Travel Agency,0.0,CHINA,Online,38,,23.0,Cancellation Plan,0
52718,37,EPX,Travel Agency,0.0,SINGAPORE,Online,58,,80.0,Cancellation Plan,0
15675,36,EPX,Travel Agency,0.0,JAPAN,Online,47,,33.0,Cancellation Plan,0
